user_id,active_days,max_daily_reviews,mean_daily_reviews,burst_fake_count,max_weekly_reviews,total_reviews,total_fake_count,fake_rate
AGS7TYPTEK2PX2XZPQLFFHCYO7AA,1,2,2.0,0,2,2,0,0.0
AGVX3NLABRH5ABP3S4YTF4RXURLA,1,2,2.0,1,2,2,1,0.5
AGWWEQJMH6OAVFOZUZRHBGXGCLKQ,1,2,2.0,2,2,2,2,1.0
AH6KILX654HLAEGXEIMJZU2F4TMA,1,2,2.0,0,2,2,0,0.0
AHB55V2JBQ2KUSCNVRXYF6ZAEWEA,1,2,2.0,0,2,2,0,0.0
AHELI7GGIMTA6Y2C27PO7OBSOXOQ,1,2,2.0,1,2,2,1,0.5
AHVXAB5WEWUXUFTIJJFSN7XPLO4Q,1,2,2.0,1,2,2,1,0.5
AHWVVTRKI7746JJJVYDAZMSED7VQ,1,2,2.0,1,2,2,1,0.5
AEOK4TQIKGO23SJKZ6PW4FETNNDA_1,10,1,1.0,10,2,10,10,1.0
AG73BVBKUOH22USSFJA5ZWL7AKXA,9,1,1.0,9,1,9,9,1.0
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,7,1,1.0,7,2,7,7,1.0
AFDYIK3FNPY2JFBQYUWC6GSBMIRQ_1,7,1,1.0,7,1,7,7,1.0
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,7,1,1.0,7,1,7,7,1.0
AGFAOH3NMW2D7YV3QVZSTXMTSKIQ,6,1,1.0,6,1,6,6,1.0
AGZUJTI7A3JFKB4FP5JOH6NVAJIQ_1,6,1,1.0,6,1,6,6,1.0
AHY2TURQPNIDXZGH2CMQLZ343YMQ,6,1,1.0,6,1,6,6,1.0
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,5,1,1.0,4,1,5,4,0.8
AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,5,1,1.0,5,1,5,5,1.0
AHDVSLWHSORYGG3S5QZMVDFNOXUQ,5,1,1.0,5,2,5,5,1.0
AHPGHDFIU3BUB3RQBP56RQQA7W4Q,5,1,1.0,5,1,5,5,1.0
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,4,1,1.0,4,1,4,4,1.0
AE2IGWDKOWONDB3FQFX3STYGWCNQ,4,1,1.0,4,1,4,4,1.0
AEAT2QOOIXWFLBQESCVLAVXLK3RQ,4,1,1.0,4,1,4,4,1.0
AF4UB2PGVLHK45WF7I6OED36OQDA,4,1,1.0,4,1,4,4,1.0
AFNCHMAKUAJOGVCKOA4XGLINHPDQ,4,1,1.0,4,1,4,4,1.0
AFSHXT5PTGDSFW2725SDXIE6ZVEA,4,1,1.0,4,1,4,4,1.0
AFZIHXLLRIZYAZDRCGC3Z4DYUMQQ,4,1,1.0,4,1,4,4,1.0
AG3FVTSD7ISLKALIPY24IVJCCDTA,4,1,1.0,4,1,4,4,1.0
AGQIUTI7M4XUGCRV6E66FAOCX5PQ,4,1,1.0,4,1,4,4,1.0
AGV5NQ4JDQD6NHXVF6AVZPVDX66Q,4,1,1.0,4,2,4,4,1.0
AGWF6BTLJVQQ2N2R5PKNJOLY65GQ,4,1,1.0,4,1,4,4,1.0
AHGIDR4IJFS23Q4GTZ33FI5LYDSQ_1,4,1,1.0,4,1,4,4,1.0
AHPG65LKS3QKRWDUWAKZNLEK5RZQ,4,1,1.0,4,1,4,4,1.0
AHX2B4DEER2QR3IU3CCNB3CWC6TA,4,1,1.0,4,1,4,4,1.0
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,3,1,1.0,3,1,3,3,1.0
AECADZLPUNH3BDNACLFF7PSHN5MQ,3,1,1.0,3,1,3,3,1.0
AEGUMA7C7RCKZZMFDM7SGENNPHEQ,3,1,1.0,3,1,3,3,1.0
AEHOFUNZP6VT74RUDDCJ2VVIT56A,3,1,1.0,3,1,3,3,1.0
AEHWKRPNWNMOAJSMO2F6O7RFRTNA,3,1,1.0,3,1,3,3,1.0
AEIGG3Z7NQLYWRT3I7OZ3KO74D3A,3,1,1.0,3,1,3,3,1.0
AEKVBGFD6LE3Q63LGW5HLMQ7LUJA,3,1,1.0,3,1,3,3,1.0
AEMRAZPNN2NBBUDV4YGGYMGPFC6A,3,1,1.0,3,1,3,3,1.0
AENPFFAIQ75VTJYM6BCEKB5WWWJQ,3,1,1.0,3,1,3,3,1.0
AEODUUL6REW3PW2ZGFREKGWBYUZA,3,1,1.0,3,1,3,3,1.0
AEQNDBJ3OOX7N2DN7W5XD4MBKYDQ,3,1,1.0,3,1,3,3,1.0
AESIZ3ATHVPMZM5NI6ZJOZBH547A,3,1,1.0,3,1,3,3,1.0
AEU5ATUZSY22XUDTJHF755PMWFSQ,3,1,1.0,3,1,3,3,1.0
AEUAQ6BAUEBP2C754LR3ILYHP54Q,3,1,1.0,3,1,3,3,1.0
AEZY3WQ5CO4DOXRNJOWWXJYKCAXQ,3,1,1.0,3,1,3,3,1.0
AF2BLE54TEMGZ546U763ZHZRXC4A,3,1,1.0,3,1,3,3,1.0
AF453YWNMOPDI5XRRVQOIF56NM4Q,3,1,1.0,3,1,3,3,1.0
AF4T3AQXLGSWBXPJV3RI2DBPEYUA,3,1,1.0,3,1,3,3,1.0
AF7542ZZDZ4XVE56C2YPD2DMF37A,3,1,1.0,3,1,3,3,1.0
AF7XNTURXVPO55T5EP4B4DVPQPPQ,3,1,1.0,3,1,3,3,1.0
AFF6DS6NOWRIF2AROFASUVVOPYLA,3,1,1.0,3,1,3,3,1.0
AFFGJTTHRCSKGMMCNHT7UWTMKKCQ,3,1,1.0,3,1,3,3,1.0
AFTJ7XQN2EIELHARUBBL6Y7L65DA,3,1,1.0,3,1,3,3,1.0
AFZGS7XLGLJFUSUWNX4XA6SGEZQA,3,1,1.0,3,1,3,3,1.0
AFZSVK7P23M2B7GYUYU7TQIHCGFA_1,3,1,1.0,3,1,3,3,1.0
AG4D44BNNLUEZNG7COK2CNRYUHYQ,3,1,1.0,3,1,3,3,1.0
AG7JCEMC64AM7JPATDVGP6YZOTXA,3,1,1.0,3,1,3,3,1.0
AGDJ4U4GGIQ6AJLIBE6RSDPL2VYA,3,1,1.0,3,1,3,3,1.0
AGIGXAVHVBQFXBXMOBNJ6HFY36MA,3,1,1.0,3,1,3,3,1.0
AGK5FHPJXPI75CVFCUKFFKLIF3VQ,3,1,1.0,3,1,3,3,1.0
AGQVYRFKX6G5VO65RHQ7UZKGSTKQ,3,1,1.0,3,1,3,3,1.0
AGT5MCGUEPS76JCKY7FD7ZZWRNTQ,3,1,1.0,3,1,3,3,1.0
AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,3,1,1.0,3,1,3,3,1.0
AGUTZC4GHLTGYHA3KBEDRF6MHB6A,3,1,1.0,0,1,3,0,0.0
AHBWH2LBU3NFLD46GKJKIBAHKXEQ,3,1,1.0,3,1,3,3,1.0
AHCA3FF2KQI7SRT32XBZCNHFEHOQ,3,1,1.0,3,1,3,3,1.0
AHGQDSOBAIVAAKJFIVEGS344MSXA,3,1,1.0,3,2,3,3,1.0
AHNITAPTVV75BRMM4D2BHEYIKDYQ,3,1,1.0,0,1,3,0,0.0
AHR32RSF7LTWJTHRPCNQERPKME3A,3,1,1.0,0,1,3,0,0.0
AHUPUGW2TSALHIGM5RN5JYTICHNA,3,1,1.0,2,1,3,2,0.6666666666666666
AHYOSWORVZFXM5QMRIAW3JTTFFIQ,3,1,1.0,3,1,3,3,1.0
AE2TYIWGKYU7A2YVFV3I7KJKC55Q,2,1,1.0,0,1,2,0,0.0
AE2VKFB6TJ2NNNE6KDZ5S7TMN26Q,2,1,1.0,1,1,2,1,0.5
AE2YFLTVF2VYSRZPPIK3WTHWCKFA,2,1,1.0,0,1,2,0,0.0
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,2,1,1.0,2,1,2,2,1.0
AE3XHOX3OBSVFXACAPNFMKSUWR5Q,2,1,1.0,2,1,2,2,1.0
AE43UODJTO4FSI4GKOOZRVD37C3Q,2,1,1.0,1,1,2,1,0.5
AE53545QTFI7RPWHC2BSGOAD3NYA,2,1,1.0,2,1,2,2,1.0
AE53XYIC77AMLZQDDZFLZHICG2QQ,2,1,1.0,1,1,2,1,0.5
AE55KGOF2YMYDFYK4JJZ2RLBAUVQ,2,1,1.0,2,1,2,2,1.0
AE5ESL52LWWBJTSFOAXSFZA3XCGQ,2,1,1.0,2,1,2,2,1.0
AE5L7QMYEADRR3G2A3LR7YPHUIWA,2,1,1.0,0,1,2,0,0.0
AE5TJ7SAFVPIWRIJEL3Z52EHMW5Q,2,1,1.0,1,1,2,1,0.5
AE6VOITWVSSXUPQHVQ7PTURND5IA,2,1,1.0,2,1,2,2,1.0
AE7CKGG3GGZCE33CPZGMGEQYKTMQ,2,1,1.0,0,1,2,0,0.0
AEADQI7C4R2POQAY7LTFKGWMFFTA,2,1,1.0,2,1,2,2,1.0
AEAKNKXJRX3XWRL5KQDAIKSKKPAA,2,1,1.0,2,1,2,2,1.0
AEAXAJACFMXIAAH4WOHRMXPSZWFA,2,1,1.0,2,1,2,2,1.0
AEBG4FH7DGUKZMAYFRV5V7S5QMXA,2,1,1.0,1,1,2,1,0.5
AEBWGXGGL3Q5DSTMUQSTVUJDWSMA,2,1,1.0,2,1,2,2,1.0
AEBYIERHDNJTZTHN76IA7USRHKCA,2,1,1.0,0,1,2,0,0.0
AEC6BMB65GLOJYZGJ4GRPYC5YXAA,2,1,1.0,0,1,2,0,0.0
AEC6IZVI2NGFBCIYVD4X5MDGB6DQ_2,2,1,1.0,2,1,2,2,1.0
AECFFXUVI6AFXJFWDUEKLX2UTIUA,2,1,1.0,2,1,2,2,1.0
AECTRGMRKOGAYIV3YXX73CQEQCSQ,2,1,1.0,2,1,2,2,1.0
AEDDE7NJCXQJ4J3HFFPDPH22VFWQ,2,1,1.0,0,1,2,0,0.0
AEDPMA3WGX6KUFWYHEWV27EKRBGQ,2,1,1.0,2,1,2,2,1.0
AEF4QCBYMXQN3RDFNM4ZXM67UTJA,2,1,1.0,2,1,2,2,1.0
AEFRTLVCVRALKXBED77KHPIXEPWQ,2,1,1.0,2,1,2,2,1.0
AEGBBIQLTO4BFDY3C74DFSZ4A7DQ,2,1,1.0,0,1,2,0,0.0
AEH7RAIDBU7QALXTMWAA73PTL4JA,2,1,1.0,2,1,2,2,1.0
AEHDW7JVUP3VY5UN5YDZ3D7XEMLQ,2,1,1.0,2,1,2,2,1.0
AEHEUVF77VD4S47V7FHWYJB2WOMQ,2,1,1.0,1,1,2,1,0.5
AEHKT7GHVMBJWUSWYCRR6N2G4AJQ,2,1,1.0,2,1,2,2,1.0
AEHOOLV4VXE2VDD2M76BFWZFQZKQ,2,1,1.0,2,1,2,2,1.0
AEHZBUFEOW4TY3K4IYFFR5ZU5B3Q,2,1,1.0,2,1,2,2,1.0
AEI3I6OXUD3MCDLCE6GAMZ7XE32Q,2,1,1.0,2,1,2,2,1.0
AEJTFFD2TVBRMV5RV3KGNLSKYLDQ,2,1,1.0,0,1,2,0,0.0
AEKG4QQOTPJF7W2HX5BYM2YKGFLQ,2,1,1.0,2,1,2,2,1.0
AEKNMPUXBMNMHDYWMLKOUTEY3LYA,2,1,1.0,2,1,2,2,1.0
AEKPHJN45BBJXAFUH72D7REARUFA,2,1,1.0,2,1,2,2,1.0
AEKV4Q3JUQTQA2UR7PH7QLUHUTTQ,2,1,1.0,2,1,2,2,1.0
AELGH5Q3W53AUKAJFQTKWFP2G2FQ,2,1,1.0,2,2,2,2,1.0
AELON2JCIL57RUSE3CD3NGM5FNUA,2,1,1.0,0,1,2,0,0.0
AEMBRBAVOMRIWHELQNL6X6AZSLPA,2,1,1.0,0,1,2,0,0.0
AEMMV3BIAB3NJ7DRBDLN5BELM75A,2,1,1.0,0,1,2,0,0.0
AEN2KBFMH3LP564B6GDFM2X5LFHQ,2,1,1.0,1,1,2,1,0.5
AENK4YJOU5FULAI7KESLKOFBMU6Q,2,1,1.0,2,1,2,2,1.0
AENZNOKIE6EFDYQ6FVSWIVYCJ3QA,2,1,1.0,1,1,2,1,0.5
AEO2PYOMD4VBHU7ILLWBCUJNC5UA,2,1,1.0,2,1,2,2,1.0
AEO3Q7XPILWJPQSWIRP2PWZIAINA,2,1,1.0,2,1,2,2,1.0
AEO542RQKJUYLDMBRME7PCUOXWRQ,2,1,1.0,2,1,2,2,1.0
AEO6RSWV5YHN2WIEEK7AE4GXKILA,2,1,1.0,1,1,2,1,0.5
AEORLCFXTCSE7HUQOHRGRYYABPPQ,2,1,1.0,2,1,2,2,1.0
AEORT2SOUGKL76PYWWGS4SUL3OSA_1,2,1,1.0,2,1,2,2,1.0
AEP3WHST2GDB75OAFPOLAWWMAV5A,2,1,1.0,1,1,2,1,0.5
AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,2,1,1.0,2,1,2,2,1.0
AEPS33MI7LANKDAHRYF2MRKNYTIQ,2,1,1.0,2,1,2,2,1.0
AEQFYGKRYSXT2QVVRAZDGPGXPECA,2,1,1.0,0,1,2,0,0.0
AEQITSKBMIHNMNRN7DLEHBV6P6OA,2,1,1.0,1,1,2,1,0.5
AES3YWD3ONJOUDRWFIV2ZO44QDAQ,2,1,1.0,2,1,2,2,1.0
AES6YE6CLI2CCQ24MBLRRF2RXEVQ,2,1,1.0,0,1,2,0,0.0
AESCUI6VXJSHLUIO44Y5ERAHZE4A,2,1,1.0,2,1,2,2,1.0
AESI2BA4YODTHOSRFLJCSTAM6XDQ,2,1,1.0,2,1,2,2,1.0
AESWZGOSDDULZ2TWG6GLDEU2X5JA,2,1,1.0,2,1,2,2,1.0
AESXUEIBYNERTPAMGKNAPJFAZ7BQ,2,1,1.0,1,1,2,1,0.5
AETJVSLQFY2F7D5AZ7H4ONORPQEQ_1,2,1,1.0,2,1,2,2,1.0
AEUER35IV3AOT5CMGZZHBUBX4TFA,2,1,1.0,0,1,2,0,0.0
AEUU3SE763G7AJEDHI2OGXT4BFYA,2,1,1.0,0,1,2,0,0.0
AEV5NWM2IGWMT7KOACIOTDODRWEA,2,1,1.0,2,1,2,2,1.0
AEVFWS7JFEKHYDZKH4SI5YDSNGJQ,2,1,1.0,1,1,2,1,0.5
AEVFWS7JFEKHYDZKH4SI5YDSNGJQ_1,2,1,1.0,2,1,2,2,1.0
AEVHGX5E6CRQAFLJM53SRCG6UQCA,2,1,1.0,2,1,2,2,1.0
AEVZYRKVSCJJDVT7HBS2SZOAXCYQ,2,1,1.0,1,1,2,1,0.5
AEX4LVVWSDHP5LAU7TSAU5TMK2UA,2,1,1.0,1,1,2,1,0.5
AEX6F3NHCLMPXTPAS2CVOUQMOEUA,2,1,1.0,2,1,2,2,1.0
AEXFEEH6N2XV2DHVRHTCTRVSKGCQ,2,1,1.0,2,1,2,2,1.0
AEXGISIVX7WBUNI7UHHERVB3DF7Q,2,1,1.0,2,1,2,2,1.0
AEXW6JBZT5PWQYBD2CVKX5ZHQJQA,2,1,1.0,0,1,2,0,0.0
AEXYLV5YOYWSLGG47VVECVURA7XQ,2,1,1.0,2,1,2,2,1.0
AEY6NQUJX3LSQTKFO4OFRSFJMMJQ,2,1,1.0,2,1,2,2,1.0
AEYCKPTPXEE6UF4DH3TFF4CB4IUA,2,1,1.0,0,1,2,0,0.0
AEYVUYFVUHDNWCN56EP26LONSAFA,2,1,1.0,2,1,2,2,1.0
AEZAZT27EFV2Z7YBOJ5TPIN7T3LQ,2,1,1.0,2,1,2,2,1.0
AEZETGRLZOXHWFY6VHPJZVYJVGMA,2,1,1.0,0,1,2,0,0.0
AF2J3QLZCSIVPX2RMOPQRIVAUMDA,2,1,1.0,1,1,2,1,0.5
AF2JFLH4622DV2ROKFEUJIW5U5LA,2,1,1.0,1,1,2,1,0.5
AF3PBFOBATUFYBJMDEIBIHK52NSA,2,1,1.0,2,1,2,2,1.0
AF44N7NYHW2DHP5YF6NZ6YKKHN5A,2,1,1.0,0,1,2,0,0.0
AF5XOBOKEVPXPDG2WNRFPJUQ7GTA,2,1,1.0,0,1,2,0,0.0
AF65CA4WVYV6HQI7WQOGR757JHRA,2,1,1.0,0,1,2,0,0.0
AF6QHJSY6N5MMHTC5L26QOTX6K3Q,2,1,1.0,2,1,2,2,1.0
AF6ZFRELPKIQYOMEW43OVVMMIK2A,2,1,1.0,0,1,2,0,0.0
AF7LY7JHVOOTMPIDQCY3FS5IHL4A,2,1,1.0,0,1,2,0,0.0
AFB74G7T7I3UVC332XRKHCJ5TFJQ,2,1,1.0,2,1,2,2,1.0
AFBB4KLHM6GBLAEWLFK5TZLEJUJA,2,1,1.0,1,1,2,1,0.5
AFBCZ6YUE7IXJ3RH5RAX6R65GIOQ,2,1,1.0,1,1,2,1,0.5
AFBUKVT3KQFLL4X536HS4KKBBJ7Q,2,1,1.0,2,1,2,2,1.0
AFCT3N2CRSQVD7UEKQGWUC6OE4GQ,2,1,1.0,1,1,2,1,0.5
AFDWM5LDLQVUUGUA2ZIYCUQ6THNQ,2,1,1.0,1,1,2,1,0.5
AFEJ4SOVK6QQA5Y3LBM4YYBIPRPQ,2,1,1.0,1,1,2,1,0.5
AFESFBY7EYJMQNKR572SZFAAET5Q,2,1,1.0,2,1,2,2,1.0
AFEYHZ6ZZCDYHVCZKIEDM2HZTVSA,2,1,1.0,2,1,2,2,1.0
AFF7ZN7IPFNNQQCDKBBURZQ5MBDA,2,1,1.0,1,1,2,1,0.5
AFGCJIO7DNVCCZPG4KVMKKXVPJLQ,2,1,1.0,2,1,2,2,1.0
AFGUZETSHWJ2QFLNNUILDO3RMXXA,2,1,1.0,0,1,2,0,0.0
AFGXZN45VIQA3IRJ5R5BLII76MTA,2,1,1.0,1,1,2,1,0.5
AFHMK5MMEYXASVS6UQOZ4AXEMQHA,2,1,1.0,0,1,2,0,0.0
AFHUGUYSC53IDPPIPBENXFINIJGQ,2,1,1.0,0,1,2,0,0.0
AFIENP7J5HQKXUAYHS3EOPH4PCQQ,2,1,1.0,2,1,2,2,1.0
AFIJLAW3HIOMRUFSWNH54IJ3XQAA,2,1,1.0,2,1,2,2,1.0
AFILZMKJION3RRSZDIUKPRKYLEZA,2,1,1.0,0,2,2,0,0.0
AFIUEBR5R27H7TUAQIJQA2S76K2Q,2,1,1.0,1,1,2,1,0.5
AFK5BMXB6AYN4VVBL5ECND2Y2FOQ,2,1,1.0,0,1,2,0,0.0
AFKDBWIGVX3KH4642WWDLUGYLEQQ,2,1,1.0,2,1,2,2,1.0
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,2,1,1.0,2,1,2,2,1.0
AFLGJMNYVAAQKGCL7IBP3YSK7Z2Q,2,1,1.0,2,1,2,2,1.0
AFLKX7ZNVK2DN6LG3EAP6ZNYUFHA,2,1,1.0,2,1,2,2,1.0
AFLU4RZXWCWTCXTF2BQHCPPXMU6A,2,1,1.0,2,1,2,2,1.0
AFMHV7S4CQ5LEGOJCCI362FEXZCA,2,1,1.0,2,1,2,2,1.0
AFMMZ7CVAWWJH35VH7P4MTHYS5BA,2,1,1.0,0,1,2,0,0.0
AFMQ5PTQ6HYFJ5NP7I6YUJEMBT3A,2,1,1.0,0,1,2,0,0.0
AFMY3JLTJRCRPPNTFKYUWNRCJWPA,2,1,1.0,2,1,2,2,1.0
AFN7RCN7BG2WH2ML4CF5HND5DYUA,2,1,1.0,2,1,2,2,1.0
AFNLGUAXKOWI6F53X5KHN2AUWRMA,2,1,1.0,1,1,2,1,0.5
AFNWD5KQJZ4SALTOAAJ55VFHAISA,2,1,1.0,2,1,2,2,1.0
AFNZTWQNJR5ULPBOMJTUPSNOZMFA,2,1,1.0,1,1,2,1,0.5
AFO6PI2IO4WZWTDTMZS57FLJEPZA,2,1,1.0,2,1,2,2,1.0
AFO6QRJE7PPMBY2P66V2FPKJUIEA,2,1,1.0,2,1,2,2,1.0
AFPF2CONJ33FNFKOEQ2TUNWQJTFQ,2,1,1.0,2,1,2,2,1.0
AFPFMWKKH2HNQY2MEREZ4EAJM3OA,2,1,1.0,2,1,2,2,1.0
AFPH3EV3D6QQLT74WPAOMMQ34WDA,2,1,1.0,2,1,2,2,1.0
AFQFHJAREHXKBV7REFGAPC3ZRVGA,2,1,1.0,0,1,2,0,0.0
AFR2JWGTBOQV2V6XMDSBHDSGGL4Q,2,1,1.0,2,1,2,2,1.0
AFR6GJY2WLL6J47AQWYXZFJVAXCQ,2,1,1.0,0,1,2,0,0.0
AFRVKY6SU7KLE3MH4KLSPUUL66UA,2,1,1.0,1,1,2,1,0.5
AFSWXHPNXOQ2SM7AOQ23DPR3W6CA,2,1,1.0,2,1,2,2,1.0
AFTF3BPG2RMROQH34XB7DS42J5YA,2,1,1.0,2,1,2,2,1.0
AFU3V24RWPOSPRJ25DZDI7TMBVUQ,2,1,1.0,2,1,2,2,1.0
AFU5HJCRTWVTTUZOZZRPEEMWLNEA,2,1,1.0,0,1,2,0,0.0
AFU7FC7XZFOKRR63YXKMGVYA45YA,2,1,1.0,0,1,2,0,0.0
AFUBF2VGQ3TB2WLHTWZT2HKLNXMA,2,1,1.0,1,1,2,1,0.5
AFVV7CLXY43P3Z3F7SROBZATZVSQ,2,1,1.0,2,1,2,2,1.0
AFWHRUUHIURTHLYWNMRR5UTQDYQQ,2,1,1.0,0,1,2,0,0.0
AFWNRDTU7RKGMYO4HYDEUAM3USBA,2,1,1.0,0,1,2,0,0.0
AFWSX6J3BVHWV5KLNYIVNUBTN7MQ,2,1,1.0,2,1,2,2,1.0
AFWVN52MRBWOTIK7UGXBWGOY4HBA,2,1,1.0,2,1,2,2,1.0
AFY4DT5VFF3XUFELEKNGEZANLC3A,2,1,1.0,2,1,2,2,1.0
AFYCLJKUNJR5P62O2IF5ULMAWPQQ,2,1,1.0,2,1,2,2,1.0
AFYOUD6JHLIXCTM2NYWNARHGVFMQ,2,1,1.0,2,1,2,2,1.0
AFYSYTMGPTSGIPNK5NOZGZAMJ6GQ,2,1,1.0,2,1,2,2,1.0
AFZFS56AGF6OLK7UN3PN7ZN6DLMQ,2,1,1.0,1,1,2,1,0.5
AG2C4UEVOUGODCWUOIEDSCHI75YQ,2,1,1.0,0,1,2,0,0.0
AG2Y4G27BEY3V2AIZPO7PBRLX7IQ,2,1,1.0,0,1,2,0,0.0
AG3GU5MHHM662AATYNDWYOKOZP7A,2,1,1.0,2,1,2,2,1.0
AG3HKK7MIKRQ7DOTNDOE63X2WJGQ,2,1,1.0,2,1,2,2,1.0
AG3IBWQ7LSVSX4GO3FCMXBXOE5IQ,2,1,1.0,0,1,2,0,0.0
AG3IEDRFLKX2YB24P4W74DYLBJPA,2,1,1.0,1,1,2,1,0.5
AG3ITPCVHDGFZ2U54XUITTNQLIGQ,2,1,1.0,2,1,2,2,1.0
AG4YEGEBC32KUHBAEMBJTODGOSWQ,2,1,1.0,2,1,2,2,1.0
AG542CIMWHSWERQCDTDDQVGLVBAA,2,1,1.0,0,1,2,0,0.0
AG5IJRM3MSHZVOWFHC6ZYPM4JXLQ,2,1,1.0,0,1,2,0,0.0
AG5KJ3Z4ZCRHO2GH7YT5Y7CVXPXQ,2,1,1.0,2,1,2,2,1.0
AG63W2BMC4HRP76AMS36AYY64AHA,2,1,1.0,2,1,2,2,1.0
AG6GKIEUEDQEZSCBWUOMWPH2SBCQ,2,1,1.0,1,1,2,1,0.5
AG6NTC2DQVG6WVM5PXVZJUWD24XQ,2,1,1.0,1,1,2,1,0.5
AG73SFRYZOOEDTEVNLCNA5ZUTJSQ,2,1,1.0,1,1,2,1,0.5
AG7L5WUMGRYINZWJ4WLEWUPOCWZQ,2,1,1.0,1,1,2,1,0.5
AG7LP44UZUXSTYP3YKDNIINHMMFQ,2,1,1.0,1,1,2,1,0.5
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,2,1,1.0,2,1,2,2,1.0
AGB2F52I3JNIU3UKFJYIERXAYBNA,2,1,1.0,0,1,2,0,0.0
AGBJJYJ3CKEKID5PLR2QGGUZFCVA,2,1,1.0,2,1,2,2,1.0
AGBNBYHYMNMUHCVTOE6EBVQNKIGA,2,1,1.0,1,1,2,1,0.5
AGCGQWDEGSGIIT7AZZ7RGY5ZU74Q,2,1,1.0,2,1,2,2,1.0
AGCMFBTDIM2TDM2VN63L2GBHJAQQ,2,1,1.0,0,1,2,0,0.0
AGCVNHTNILOFXBVFHV7S5KJKUD4A,2,1,1.0,0,1,2,0,0.0
AGEG5UCY42IYI2H4J5X5XNDZPENA,2,1,1.0,2,1,2,2,1.0
AGEVP7DIQUCOOKWJF3UBQA6N6NQA,2,1,1.0,2,2,2,2,1.0
AGFE4BOYY6OUVCSVDD3URJCCRQYA,2,1,1.0,2,1,2,2,1.0
AGFIYA7RAVOBBP2C5DVIJEF2NXBA,2,1,1.0,2,1,2,2,1.0
AGFR2JTZT2ZQNUS4PXYHMSBGNSMA,2,1,1.0,2,1,2,2,1.0
AGFTTJHW3JROK22D5O7AJIWHUGUA,2,1,1.0,2,1,2,2,1.0
AGGNONF4ZZ4CXKRMYMZWLISNUAVQ,2,1,1.0,1,1,2,1,0.5
