seed,track,split,row_index
42,final_raw_777,test,2089
42,final_raw_777,test,2111
42,final_raw_777,test,2115
42,final_raw_777,test,2126
42,final_raw_777,test,2139
42,final_raw_777,test,2152
42,final_raw_777,test,2155
42,final_raw_777,test,2165
42,final_raw_777,test,2177
42,final_raw_777,test,2207
42,final_raw_777,test,2208
42,final_raw_777,test,2228
42,final_raw_777,test,2298
42,final_raw_777,test,2326
42,final_raw_777,test,2353
42,final_raw_777,test,2387
42,final_raw_777,test,2412
42,final_raw_777,test,2415
42,final_raw_777,test,2425
42,final_raw_777,test,2437
42,final_raw_777,test,2448
42,final_raw_777,test,2463
42,final_raw_777,test,2464
42,final_raw_777,test,2471
42,final_raw_777,test,2507
42,final_raw_777,test,2538
42,final_raw_777,test,2543
42,final_raw_777,test,2546
42,final_raw_777,test,2550
42,final_raw_777,test,2555
42,final_raw_777,test,2626
42,final_raw_777,test,2640
42,final_raw_777,test,2649
42,final_raw_777,test,2669
42,final_raw_777,test,2702
42,final_raw_777,test,2723
42,final_raw_777,test,2735
42,final_raw_777,test,2769
42,final_raw_777,test,2771
42,final_raw_777,test,2777
42,final_raw_777,test,2784
42,final_raw_777,test,2793
42,final_raw_777,test,2812
42,final_raw_777,test,2837
42,final_raw_777,test,2879
42,final_raw_777,test,2912
42,final_raw_777,test,2936
42,final_raw_777,test,2946
42,final_raw_777,test,2957
42,final_raw_777,test,2976
42,final_raw_777,test,2981
42,final_raw_777,test,3016
42,final_raw_777,test,3022
42,final_raw_777,test,3025
42,final_raw_777,test,3029
42,final_raw_777,test,3031
42,final_raw_777,test,3033
42,final_raw_777,test,3036
42,final_raw_777,test,3045
42,final_raw_777,test,3058
42,final_raw_777,test,3121
42,final_raw_777,test,3128
42,final_raw_777,test,3131
42,final_raw_777,test,3132
42,final_raw_777,test,3146
42,final_raw_777,test,3148
42,final_raw_777,test,3178
42,final_raw_777,test,3195
42,final_raw_777,test,3206
42,final_raw_777,test,3207
42,final_raw_777,test,3226
42,final_raw_777,test,3227
42,final_raw_777,test,3238
42,final_raw_777,test,3243
42,final_raw_777,test,3255
42,final_raw_777,test,3256
42,final_raw_777,test,3262
42,final_raw_777,test,3274
42,final_raw_777,test,3275
42,final_raw_777,test,3286
42,final_raw_777,test,3292
42,final_raw_777,test,3316
42,final_raw_777,test,3319
42,final_raw_777,test,3351
42,final_raw_777,test,3375
42,final_raw_777,test,3377
42,final_raw_777,test,3391
42,final_raw_777,test,3407
42,final_raw_777,test,3413
42,final_raw_777,test,3426
42,final_raw_777,test,3427
42,final_raw_777,test,3439
42,final_raw_777,test,3475
42,final_raw_777,test,3497
42,final_raw_777,test,3499
42,final_raw_777,test,3504
42,final_raw_777,test,3511
42,final_raw_777,test,3522
42,final_raw_777,test,3531
42,final_raw_777,test,3547
42,final_raw_777,test,3564
42,final_raw_777,test,3573
42,final_raw_777,test,3578
42,final_raw_777,test,3582
42,final_raw_777,test,3584
42,final_raw_777,test,3611
42,final_raw_777,test,3613
42,final_raw_777,test,3616
42,final_raw_777,test,3623
42,final_raw_777,test,3645
42,final_raw_777,test,3680
42,final_raw_777,test,3688
42,final_raw_777,test,3707
42,final_raw_777,test,3721
42,final_raw_777,test,3725
42,final_raw_777,test,3728
42,final_raw_777,test,3757
42,final_raw_777,test,3764
42,final_raw_777,test,3771
42,final_raw_777,test,3777
42,final_raw_777,test,3786
42,final_raw_777,test,3802
42,final_raw_777,test,3803
42,final_raw_777,test,3814
42,final_raw_777,test,3824
42,final_raw_777,test,3839
42,final_raw_777,test,3844
42,final_raw_777,test,3852
42,final_raw_777,test,3853
42,final_raw_777,test,3855
42,final_raw_777,test,3856
42,final_raw_777,test,3864
42,final_raw_777,test,3867
42,final_raw_777,test,3907
42,final_raw_777,test,3908
42,final_raw_777,test,3930
42,final_raw_777,test,3951
42,final_raw_777,test,3955
42,final_raw_777,test,3956
42,final_raw_777,test,3961
42,final_raw_777,test,3987
42,final_raw_777,test,3990
42,final_raw_777,test,4012
42,final_raw_777,test,4019
42,final_raw_777,test,4022
42,final_raw_777,test,4026
42,final_raw_777,test,4034
42,final_raw_777,test,4035
42,final_raw_777,test,4052
42,final_raw_777,test,4065
42,final_raw_777,test,4069
42,final_raw_777,test,4092
42,final_raw_777,test,4165
42,final_raw_777,test,4166
42,final_raw_777,test,4172
42,final_raw_777,test,4173
42,final_raw_777,test,4181
42,final_raw_777,test,4195
42,final_raw_777,test,4197
42,final_raw_777,test,4199
42,final_raw_777,test,4202
42,final_raw_777,test,4206
42,final_raw_777,test,4212
42,final_raw_777,test,4221
42,final_raw_777,test,4239
42,final_raw_777,test,4246
42,final_raw_777,test,4251
42,final_raw_777,test,4269
42,final_raw_777,test,4274
42,final_raw_777,test,4300
42,final_raw_777,test,4305
42,final_raw_777,test,4315
42,final_raw_777,test,4331
42,final_raw_777,test,4336
42,final_raw_777,test,4346
42,final_raw_777,test,4350
42,final_raw_777,test,4352
42,final_raw_777,test,4368
42,final_raw_777,test,4371
42,final_raw_777,test,4425
42,final_raw_777,test,4431
42,final_raw_777,test,4445
42,final_raw_777,test,4447
42,final_raw_777,test,4454
42,final_raw_777,test,4456
42,final_raw_777,test,4473
42,final_raw_777,test,4477
42,final_raw_777,test,4484
42,final_raw_777,test,4486
42,final_raw_777,test,4489
42,final_raw_777,test,4516
42,final_raw_777,test,4519
42,final_raw_777,test,4527
42,final_raw_777,test,4532
42,final_raw_777,test,4535
42,final_raw_777,test,4540
42,final_raw_777,test,4542
42,final_raw_777,test,4548
42,final_raw_777,test,4562
42,final_raw_777,test,4575
42,final_raw_777,test,4599
42,final_raw_777,test,4617
42,final_raw_777,test,4621
42,final_raw_777,test,4623
42,final_raw_777,test,4641
42,final_raw_777,test,4685
42,final_raw_777,test,4696
42,final_raw_777,test,4717
42,final_raw_777,test,4727
42,final_raw_777,test,4732
42,final_raw_777,test,4738
42,final_raw_777,test,4742
42,final_raw_777,test,4764
42,final_raw_777,test,4787
42,final_raw_777,test,4793
42,final_raw_777,test,4812
42,final_raw_777,test,4821
42,final_raw_777,test,4826
42,final_raw_777,test,4860
42,final_raw_777,test,4900
42,final_raw_777,test,4926
42,final_raw_777,test,4928
42,final_raw_777,test,4932
42,final_raw_777,test,4934
42,final_raw_777,test,4938
42,final_raw_777,test,4939
42,final_raw_777,test,4972
42,final_raw_777,test,5000
42,final_raw_777,test,5014
42,final_raw_777,test,5030
42,final_raw_777,test,5107
42,final_raw_777,test,5111
42,final_raw_777,test,5126
42,final_raw_777,test,5164
42,final_raw_777,test,5197
42,final_raw_777,test,5215
42,final_raw_777,test,5229
42,final_raw_777,test,5230
42,final_raw_777,test,5251
42,final_raw_777,test,5252
42,final_raw_777,test,5261
42,final_raw_777,test,5267
42,final_raw_777,test,5283
42,final_raw_777,test,5296
42,final_raw_777,test,5298
42,final_raw_777,test,5305
42,final_raw_777,test,5342
42,final_raw_777,test,5353
42,final_raw_777,test,5358
42,final_raw_777,test,5380
42,final_raw_777,test,5418
42,final_raw_777,test,5450
42,final_raw_777,test,5455
42,final_raw_777,test,5464
42,final_raw_777,test,5466
42,final_raw_777,test,5477
42,final_raw_777,test,5479
42,final_raw_777,test,5497
42,final_raw_777,test,5499
42,final_raw_777,test,5510
42,final_raw_777,test,5523
42,final_raw_777,test,5526
42,final_raw_777,test,5528
42,final_raw_777,test,5542
42,final_raw_777,test,5546
42,final_raw_777,test,5547
42,final_raw_777,test,5552
42,final_raw_777,test,5553
42,final_raw_777,test,5562
42,final_raw_777,test,5572
42,final_raw_777,test,5609
42,final_raw_777,test,5628
42,final_raw_777,test,5634
42,final_raw_777,test,5639
42,final_raw_777,test,5651
42,final_raw_777,test,5674
42,final_raw_777,test,5675
42,final_raw_777,test,5688
42,final_raw_777,test,5692
42,final_raw_777,test,5693
42,final_raw_777,test,5698
42,final_raw_777,test,5716
42,final_raw_777,test,5729
42,final_raw_777,test,5731
42,final_raw_777,test,5741
42,final_raw_777,test,5748
42,final_raw_777,test,5760
42,final_raw_777,test,5764
42,final_raw_777,test,5786
42,final_raw_777,test,5806
42,final_raw_777,test,5811
42,final_raw_777,test,5813
42,final_raw_777,test,5868
42,final_raw_777,test,5900
42,final_raw_777,test,5904
42,final_raw_777,test,5905
42,final_raw_777,test,5914
42,final_raw_777,test,5915
42,final_raw_777,test,5928
42,final_raw_777,test,5951
42,final_raw_777,test,5977
42,final_raw_777,test,5980
42,final_raw_777,test,5993
42,final_raw_777,test,6005
42,final_raw_777,test,6024
42,final_raw_777,test,6049
42,final_raw_777,test,6057
42,final_raw_777,test,6059
42,final_raw_777,test,6104
42,final_raw_777,test,6114
42,final_raw_777,test,6117
42,final_raw_777,test,6148
42,final_raw_777,test,6152
42,final_raw_777,test,6162
42,final_raw_777,test,6178
42,final_raw_777,test,6182
42,final_raw_777,test,6185
42,final_raw_777,test,6186
42,final_raw_777,test,6193
42,final_raw_777,test,6198
42,final_raw_777,test,6217
42,final_raw_777,test,6220
42,final_raw_777,test,6225
42,final_raw_777,test,6228
42,final_raw_777,test,6302
42,final_raw_777,test,6306
42,final_raw_777,test,6360
42,final_raw_777,test,6377
42,final_raw_777,test,6394
42,final_raw_777,test,6403
